username, created_at, lng, lat, text
VanCitySyd, Sat Jan 30 02:05:04 +0000 2021, -123.123581, 49.257639, I just made the best hot cocoa ever and no I will not be sharing my secret ingredient u gonna have to work for that baby 
IamKing_RL, Sat Jan 30 02:05:04 +0000 2021, -118.222017, 33.884968, Giannis play basketball the way I imagine Jerome Bettis would play if chose to hoop lol 
STEINBERG5, Sat Jan 30 02:05:04 +0000 2021, -93.565326, 41.358391, That kid have a mop on his head? 
KidAntix, Sat Jan 30 02:05:04 +0000 2021, -97.738580, 30.259660, Friday Vibes are in effect!! #dj #austin #texas #whoiskidantix @ Augustine https://t.co/vaZtVnGapQ 
Chucky_Cheese7, Sat Jan 30 02:05:05 +0000 2021, -73.199118, 41.185674, Then again if there was ever a team sooo far off the beating path talent/salary cap/draft pick wise that trading a… https://t.co/Tm5uTdun0m 
johnaedascorpio, Sat Jan 30 02:05:05 +0000 2021, -84.433106, 33.767195, And still no 2k..... wild 
HarkerHeightsVb, Sat Jan 30 02:05:05 +0000 2021, -97.654794, 31.053384, EO3: 35-27 Keep up the fight Lady Knights!! 👏🏾👏🏾 https://t.co/FTfMssRW2P 
RavensBlood5220, Sat Jan 30 02:05:05 +0000 2021, -76.911261, 38.958244, Sami Zayn really wasn't telling any lies to Shinsuke Nakamura. #SmackDown 
_coelhofelipe, Sat Jan 30 02:05:05 +0000 2021, -74.229107, 40.693259, Sdds ter companhia pra jogar 🥺 
Viviancraig, Sat Jan 30 02:05:05 +0000 2021, -117.824049, 33.810159, @MollyJongFast That is really funny. 
fletchasketch67, Sat Jan 30 02:05:05 +0000 2021, -117.366128, 33.873089, @katiewooldridge honestly that's a red flag 4 me👀🚩🚩🚩 
FuriousSnow, Sat Jan 30 02:05:05 +0000 2021, -117.905645, 33.663609, Today in testing how much the phone is listing in we decided on ramen for dinner with a side of crispy chicken. Hus… https://t.co/aRbXgaD5OA 
Grack21, Sat Jan 30 02:05:05 +0000 2021, -77.466665, 43.159805, Cats https://t.co/HbTwJBC0cL 
RunnerWest, Sat Jan 30 02:05:05 +0000 2021, -81.447387, 28.399888, @DanielleONeil_ Hasn’t education suffered enough over the last four years... 
bobthamobb, Sat Jan 30 02:05:06 +0000 2021, -121.469664, 38.561722, @PawgLove @chuycisneros74 
WillWtroyer, Sat Jan 30 02:05:06 +0000 2021, -85.958686, 41.679998, @Sassychickie That's not acceptable!! 
ChrisMPalladino, Sat Jan 30 02:05:06 +0000 2021, -93.166616, 44.818478, Great media coverage today on the importance of testing among youth and student athletes.Thank you to… https://t.co/xjTROqO8Dh 
Crupe29, Sat Jan 30 02:05:06 +0000 2021, -80.764028, 37.053316, @RobbinScarberry @BlaneyFordguy Neither have I. I had a Starting Lineup boxed set that had Dale and Dale Jr in it as a kid, though. 
CoreyKiefer88, Sat Jan 30 02:05:06 +0000 2021, -83.173867, 32.678207, Just announce that Cleveland is changing its nickname from the “Indians” to the “Spiders”. Do it you cowards. 
Sorgatron, Sat Jan 30 02:05:06 +0000 2021, -81.633705, 38.347486, I think this promotion lies to me about intermission so I’m happier when it inevitably happens. Thank you for thinking of me... 
K2Kav, Sat Jan 30 02:05:06 +0000 2021, -106.840246, 39.206964, @ellariasnake @liesandarbor Space is fine 
ThePirateShip3, Sat Jan 30 02:05:07 +0000 2021, -82.669467, 40.365160, Pirates Beat Northmor 53-35 led by Trey Brininger having 26 Points @SportsMCS @mrichnotwealthy @McMotorsport @AnthonyConchel 
FaabiolaVazquez, Sat Jan 30 02:05:07 +0000 2021, -100.293591, 25.641718, Locura mía, el pretender que tú llegaras a a quererme. 
il_moniker, Sat Jan 30 02:05:07 +0000 2021, -75.117998, 40.004866, @jaketapper DelCo lad delcoing 
WestHaminVegas, Sat Jan 30 02:05:07 +0000 2021, -111.547029, 39.499762, @KateHarrison_x @WestHamInNH https://t.co/f7fybfctVI 
DVOGRAPHER, Sat Jan 30 02:05:07 +0000 2021, -86.793917, 33.542237, @SallyTiger  Y E S https://t.co/46TTPTPz56 
eubyma, Sat Jan 30 02:05:07 +0000 2021, -85.768241, 37.822244, #trump #DonaldTrump #hater #lier #traitor #worstpresidentever #worstpresidentinUShistory #fomentandoelodio… https://t.co/bb0Tzbefwt 
MeghanMoreno, Sat Jan 30 02:05:07 +0000 2021, -122.330602, 47.614817, @DeLaaaaPamp @LoDGAF I was about to say, that song reminds me of Jorge lol 
AnneCutler, Sat Jan 30 02:05:07 +0000 2021, -79.824677, 37.997019, We finally got out of the house!☃️❄️ https://t.co/zGm5iFn7Qt 
CheetahObscura, Sat Jan 30 02:05:07 +0000 2021, -122.330602, 47.614817, @fox_kettu @albejorn C'mere then! &lt;3 
clio343, Sat Jan 30 02:05:08 +0000 2021, -93.382095, 48.622398, @DavidWCochrane Cheers 🥃 
INDYHEAT17UR, Sat Jan 30 02:05:08 +0000 2021, -85.170051, 41.086917, Our guy Jalen Jackson (@JalenJa61550340) with a Game Winner tonight and a 35 point explosion! 
mrcas213, Sat Jan 30 02:05:08 +0000 2021, -118.351218, 33.833714, This cause is close to my heart - please sign: https://t.co/nbw5gfU8Yt 
_jellyb3, Sat Jan 30 02:05:08 +0000 2021, -104.922093, 39.713563, i want some wings o clock 🤝 
AndyParas, Sat Jan 30 02:05:08 +0000 2021, -85.170051, 41.086917, Appears the @nytimes got fooled, too. @DanWetzel https://t.co/WKInxZJykQ 
FNDungeonMom, Sat Jan 30 02:05:08 +0000 2021, -104.724865, 38.749673, Slow clap for this man please and the shade 
LucindaG, Sat Jan 30 02:05:08 +0000 2021, -78.646929, 33.865023, @paytonmullins17 Lol. 
William13342544, Sat Jan 30 02:05:08 +0000 2021, -75.378662, 39.856209, @PhilMartelli well said coach , coach channey was like ef hutton ,when he spoke everyone listens .leader amongst men. 
natasha_gascon, Sat Jan 30 02:05:08 +0000 2021, -118.411907, 34.020789, Instead of being the pretty goth im turning myself into granny goth for a week. I get to chase little kids who dres… https://t.co/g8m5NTPWaz 
PuddledPeaches, Sat Jan 30 02:05:08 +0000 2021, -74.006400, 40.714200, Peaches has cloudy friends over.#group #couple #chaterbate #puddledpeaches @ New York, New York https://t.co/kHL8EWHhb9 
TheRetroReferee, Sat Jan 30 02:05:08 +0000 2021, -72.642499, 42.123784, Activision gave us some pretty good (especially for the time) sports games on the Atari 2600. I’m more of an Ice Ho… https://t.co/nkhKNwQYoD 
TheDJF, Sat Jan 30 02:05:08 +0000 2021, -118.411907, 34.020789, Is this gonna be a mother daughter lip sync between @MissLaLaRi &amp; @TamishaIman1? #DragRace 
tt8827, Sat Jan 30 02:05:08 +0000 2021, -79.980689, 40.431389, My name necklace is still broken so I still feel like a piece of me is missing😞🥺 
sidneys81748818, Sat Jan 30 02:05:09 +0000 2021, -95.087029, 29.497157, #ExpelHerNow 
alibeeex3, Sat Jan 30 02:05:09 +0000 2021, -82.533074, 27.341121, @ylw_xo I have some pictures on here , &amp; there on my lash ig page. @cleancoslashes 
DtheDeuceDeuce, Sat Jan 30 02:05:09 +0000 2021, -94.462460, 39.010530, It took a week, but sampling the local craft. #boulevardbrewing #kcmo #chiefskingdom #lager #relocation… https://t.co/8lH7QWqO8r 
ClubKeitha, Sat Jan 30 02:05:09 +0000 2021, -73.721670, 42.624126, ...so yah fully aware that @the_symonee is gonna win this crown right? #RuPaulsDragRace  #DragRace 
BHSbombers, Sat Jan 30 02:05:09 +0000 2021, -94.867871, 42.069564, Freshman women’s basketball defeats Carroll 72-8. The freshman men defeat the Tigers 51-39.  #bhsbombers 
dtxkd, Sat Jan 30 02:05:09 +0000 2021, -95.547269, 30.706088, How I do?😬 https://t.co/JjcBVNMRy5 
_babyrachel, Sat Jan 30 02:05:09 +0000 2021, -85.768241, 37.822244, Sitting in the hot tub drunk listening to Tyler Childers is a whole ass mood 
ivotedforbeer, Sat Jan 30 02:05:10 +0000 2021, -89.266508, 39.739300, @GridironStuds @holy_schnitt 
_dannyhuerta, Sat Jan 30 02:05:09 +0000 2021, -110.915573, 32.189391, @AskeBaby https://t.co/bD1QEG0ryz 
daniellanmedina, Sat Jan 30 02:05:10 +0000 2021, -80.347120, 25.671986, U walk into my Nashville apartment and u see this couch wyd 
BagCheckA1, Sat Jan 30 02:05:10 +0000 2021, -121.910345, 38.016752, See you Monday my boy 😂😂😂 
SamuelG93530619, Sat Jan 30 02:05:10 +0000 2021, -80.244984, 36.087169, @chuck_chalupka Decent 
thiernomobah, Sat Jan 30 02:05:10 +0000 2021, -73.948775, 40.655138, Watching @hamidoudiallo right now. @BrooklynNets at @okcthunder#NBA 
triflinhobitch, Sat Jan 30 02:05:10 +0000 2021, -78.853563, 42.896230, Anyone who has a car &amp; needs money should do doordash delivery. Theres too many orders &amp; not enough drivers in buff… https://t.co/VlE0cLBWHv 
Dizzaveli, Sat Jan 30 02:05:10 +0000 2021, -75.117998, 40.004866, @48degreez Lmao 
Shimoji___, Sat Jan 30 02:05:10 +0000 2021, -90.011008, 29.982601, My mom is watching Bridgerton and I can hear very loud sex coming from the living room tv. Lots and lots of sex. I… https://t.co/exQLKZ28LW 
thottery_barn52, Sat Jan 30 02:05:10 +0000 2021, -79.376831, 45.842534, @SamaHyde What the fuck is jingoistic salmon? 🤣 
Sorgatron, Sat Jan 30 02:05:06 +0000 2021, -81.633705, 38.347486, I think this promotion lies to me about intermission so I’m happier when it inevitably happens. Thank you for thinking of me... 
K2Kav, Sat Jan 30 02:05:06 +0000 2021, -106.840246, 39.206964, @ellariasnake @liesandarbor Space is fine 
ThePirateShip3, Sat Jan 30 02:05:07 +0000 2021, -82.669467, 40.365160, Pirates Beat Northmor 53-35 led by Trey Brininger having 26 Points @SportsMCS @mrichnotwealthy @McMotorsport @AnthonyConchel 
FaabiolaVazquez, Sat Jan 30 02:05:07 +0000 2021, -100.293591, 25.641718, Locura mía, el pretender que tú llegaras a a quererme. 
il_moniker, Sat Jan 30 02:05:07 +0000 2021, -75.117998, 40.004866, @jaketapper DelCo lad delcoing 
WestHaminVegas, Sat Jan 30 02:05:07 +0000 2021, -111.547029, 39.499762, @KateHarrison_x @WestHamInNH https://t.co/f7fybfctVI 
DVOGRAPHER, Sat Jan 30 02:05:07 +0000 2021, -86.793917, 33.542237, @SallyTiger  Y E S https://t.co/46TTPTPz56 
eubyma, Sat Jan 30 02:05:07 +0000 2021, -85.768241, 37.822244, #trump #DonaldTrump #hater #lier #traitor #worstpresidentever #worstpresidentinUShistory #fomentandoelodio… https://t.co/bb0Tzbefwt 
MeghanMoreno, Sat Jan 30 02:05:07 +0000 2021, -122.330602, 47.614817, @DeLaaaaPamp @LoDGAF I was about to say, that song reminds me of Jorge lol 
AnneCutler, Sat Jan 30 02:05:07 +0000 2021, -79.824677, 37.997019, We finally got out of the house!☃️❄️ https://t.co/zGm5iFn7Qt 
CheetahObscura, Sat Jan 30 02:05:07 +0000 2021, -122.330602, 47.614817, @fox_kettu @albejorn C'mere then! &lt;3 
clio343, Sat Jan 30 02:05:08 +0000 2021, -93.382095, 48.622398, @DavidWCochrane Cheers 🥃 
INDYHEAT17UR, Sat Jan 30 02:05:08 +0000 2021, -85.170051, 41.086917, Our guy Jalen Jackson (@JalenJa61550340) with a Game Winner tonight and a 35 point explosion! 
mrcas213, Sat Jan 30 02:05:08 +0000 2021, -118.351218, 33.833714, This cause is close to my heart - please sign: https://t.co/nbw5gfU8Yt 
_jellyb3, Sat Jan 30 02:05:08 +0000 2021, -104.922093, 39.713563, i want some wings o clock 🤝 
AndyParas, Sat Jan 30 02:05:08 +0000 2021, -85.170051, 41.086917, Appears the @nytimes got fooled, too. @DanWetzel https://t.co/WKInxZJykQ 
FNDungeonMom, Sat Jan 30 02:05:08 +0000 2021, -104.724865, 38.749673, Slow clap for this man please and the shade 
LucindaG, Sat Jan 30 02:05:08 +0000 2021, -78.646929, 33.865023, @paytonmullins17 Lol. 
William13342544, Sat Jan 30 02:05:08 +0000 2021, -75.378662, 39.856209, @PhilMartelli well said coach , coach channey was like ef hutton ,when he spoke everyone listens .leader amongst men. 
natasha_gascon, Sat Jan 30 02:05:08 +0000 2021, -118.411907, 34.020789, Instead of being the pretty goth im turning myself into granny goth for a week. I get to chase little kids who dres… https://t.co/g8m5NTPWaz 
PuddledPeaches, Sat Jan 30 02:05:08 +0000 2021, -74.006400, 40.714200, Peaches has cloudy friends over.#group #couple #chaterbate #puddledpeaches @ New York, New York https://t.co/kHL8EWHhb9 
TheRetroReferee, Sat Jan 30 02:05:08 +0000 2021, -72.642499, 42.123784, Activision gave us some pretty good (especially for the time) sports games on the Atari 2600. I’m more of an Ice Ho… https://t.co/nkhKNwQYoD 
TheDJF, Sat Jan 30 02:05:08 +0000 2021, -118.411907, 34.020789, Is this gonna be a mother daughter lip sync between @MissLaLaRi &amp; @TamishaIman1? #DragRace 
tt8827, Sat Jan 30 02:05:08 +0000 2021, -79.980689, 40.431389, My name necklace is still broken so I still feel like a piece of me is missing😞🥺 
sidneys81748818, Sat Jan 30 02:05:09 +0000 2021, -95.087029, 29.497157, #ExpelHerNow 
alibeeex3, Sat Jan 30 02:05:09 +0000 2021, -82.533074, 27.341121, @ylw_xo I have some pictures on here , &amp; there on my lash ig page. @cleancoslashes 
DtheDeuceDeuce, Sat Jan 30 02:05:09 +0000 2021, -94.462460, 39.010530, It took a week, but sampling the local craft. #boulevardbrewing #kcmo #chiefskingdom #lager #relocation… https://t.co/8lH7QWqO8r 
ClubKeitha, Sat Jan 30 02:05:09 +0000 2021, -73.721670, 42.624126, ...so yah fully aware that @the_symonee is gonna win this crown right? #RuPaulsDragRace  #DragRace 
BHSbombers, Sat Jan 30 02:05:09 +0000 2021, -94.867871, 42.069564, Freshman women’s basketball defeats Carroll 72-8. The freshman men defeat the Tigers 51-39.  #bhsbombers 
dtxkd, Sat Jan 30 02:05:09 +0000 2021, -95.547269, 30.706088, How I do?😬 https://t.co/JjcBVNMRy5 
_babyrachel, Sat Jan 30 02:05:09 +0000 2021, -85.768241, 37.822244, Sitting in the hot tub drunk listening to Tyler Childers is a whole ass mood 
ivotedforbeer, Sat Jan 30 02:05:10 +0000 2021, -89.266508, 39.739300, @GridironStuds @holy_schnitt 
_dannyhuerta, Sat Jan 30 02:05:09 +0000 2021, -110.915573, 32.189391, @AskeBaby https://t.co/bD1QEG0ryz 
daniellanmedina, Sat Jan 30 02:05:10 +0000 2021, -80.347120, 25.671986, U walk into my Nashville apartment and u see this couch wyd 
BagCheckA1, Sat Jan 30 02:05:10 +0000 2021, -121.910345, 38.016752, See you Monday my boy 😂😂😂 
SamuelG93530619, Sat Jan 30 02:05:10 +0000 2021, -80.244984, 36.087169, @chuck_chalupka Decent 
thiernomobah, Sat Jan 30 02:05:10 +0000 2021, -73.948775, 40.655138, Watching @hamidoudiallo right now. @BrooklynNets at @okcthunder#NBA 
triflinhobitch, Sat Jan 30 02:05:10 +0000 2021, -78.853563, 42.896230, Anyone who has a car &amp; needs money should do doordash delivery. Theres too many orders &amp; not enough drivers in buff… https://t.co/VlE0cLBWHv 
Dizzaveli, Sat Jan 30 02:05:10 +0000 2021, -75.117998, 40.004866, @48degreez Lmao 
Shimoji___, Sat Jan 30 02:05:10 +0000 2021, -90.011008, 29.982601, My mom is watching Bridgerton and I can hear very loud sex coming from the living room tv. Lots and lots of sex. I… https://t.co/exQLKZ28LW 
thottery_barn52, Sat Jan 30 02:05:10 +0000 2021, -79.376831, 45.842534, @SamaHyde What the fuck is jingoistic salmon? 🤣 
J_Shomaker, Sat Jan 30 02:05:10 +0000 2021, -84.057169, 35.921030, Big District WIN for Bearden BoysFinal 79-5720-1 ➡️ 10-0 in District play🐶🏀🖤@BeardenHoops @donald_balcom… https://t.co/MEnM00dKeP 
kashrockafella1, Sat Jan 30 02:05:11 +0000 2021, -83.804475, 27.698682, durk &amp; pooh shiesty &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; lil baby &amp; 42 dugg 
ohara_dustin, Sat Jan 30 02:05:11 +0000 2021, -81.361334, 35.789626, Gotta love the mask stick @RazorbackGym 
ericcarlrichter, Sat Jan 30 02:05:11 +0000 2021, -121.833730, 39.747037, @J_GallagherAD3 434,640 Americans are dead 
syd_ray1, Sat Jan 30 02:05:11 +0000 2021, -89.223209, 37.717654, Prom is so funny tbh 
pvnini, Sat Jan 30 02:05:11 +0000 2021, -86.142922, 39.779562, Lmaooooo I was 🤏🏾 close to liking kevin smh he’s such a douche #BlingEmpireNetflix 
KingbossN, Sat Jan 30 02:05:11 +0000 2021, -73.968542, 40.780709, @MelloSkyHigh Happy birthday 
PayneAndHemmo, Sat Jan 30 02:05:11 +0000 2021, -114.584753, 32.668218, me about to be 22 feeling like i should get a 21 do over 
fcponcho, Sat Jan 30 02:05:11 +0000 2021, -100.168717, 25.778679, 2:33 que se atiende a todos, no nos han rebasado, a partir de esa mentira lo quité. MENTIROSO 
Pam48030, Sat Jan 30 02:05:11 +0000 2021, -83.098691, 42.461700, @TurnItUp79 Wilt Chamberlain at a Pistons Lakers game in the 70s. 
VegasToCali1, Sat Jan 30 02:05:11 +0000 2021, -120.193993, 34.618049, I must have one😍😍😍 
DavidSanDiegoNH, Sat Jan 30 02:05:11 +0000 2021, -117.104989, 32.810012, I'd like to take a moment to thank a true hero of the #pandemic ... #vodka has been there through it all... God ble… https://t.co/oFzP7eQYzb 
ConsuladoNovi, Sat Jan 30 02:05:12 +0000 2021, -83.494088, 42.481580, @OficialCorredor @LibertadoresBR @maracana Teve revisão do VAR #LuzesEternas #Palmeiras 
GIdietitian, Sat Jan 30 02:05:12 +0000 2021, -118.411907, 34.020789, @JaniceBakerRD That is 100% therapeutic. Love that smile!!! 
GQue2_1911, Sat Jan 30 02:05:12 +0000 2021, -96.734900, 33.061243, @withlovecad Consistency https://t.co/eju18foA6D 
ayreannaa_, Sat Jan 30 02:05:12 +0000 2021, -86.391835, 39.767224, @MidYaki She might as well remove everything lol 
Kythedoll_, Sat Jan 30 02:05:12 +0000 2021, -83.601802, 42.245713, The new principle on all American is a bootyhole 
DurosoThomas, Sat Jan 30 02:05:12 +0000 2021, -90.247824, 38.653771, REAL IT T 📧💤📧💤🔝DOES ITSOUL OR POWERED https://t.co/jRlKH8s8If 
NH_Knowsense, Sat Jan 30 02:05:12 +0000 2021, -122.524332, 45.683107, @yaybossladi3 Hahaha 
Calim1701, Sat Jan 30 02:05:12 +0000 2021, -122.160767, 47.450625, @robreiner Wow. You just told everyone that you've no idea what an intelligent person is. Psaki is an idiot who is… https://t.co/K5UlyoVYOC 
RayClothier56, Sat Jan 30 02:05:12 +0000 2021, -75.117998, 40.004866, @AGirlInPhilly It’s like you’re traveling the Route 66 of social media. 
ErikSvenPhotos, Sat Jan 30 02:05:13 +0000 2021, -122.330602, 47.614817, @e_lawn_must @RobinhoodApp Putting extra funds into the app so that if I wanna buy more later I can do it instantly. 
Mavpuck, Sat Jan 30 02:05:13 +0000 2021, -96.053431, 41.275721, 2-1 Mavs with 16:22 left in the second period 
keelee231, Sat Jan 30 02:05:13 +0000 2021, -118.113076, 33.844650, Open SmartNews and read "We Were Today Years Old When We Discovered Luenell And Leslie Jones Had Beef But It’s Alre… https://t.co/ncAKMY4rG1 
PeaceNow4Life, Sat Jan 30 02:05:13 +0000 2021, -74.217056, 41.490301, I am taking a benedryl and laying down. Will probably be asleep in a bit. My lip is still very tingly and swollen. 
veneaaaa, Sat Jan 30 02:05:13 +0000 2021, -90.479380, 30.482053, 🥰🥰 
MarcusRedNation, Sat Jan 30 02:05:13 +0000 2021, -97.063076, 33.064749, Marauders ready. Let’s goooooooo! 🔥🏀@MarauderFans @MarcusBsktBall @nickcdonnelly https://t.co/78oQ99gmXQ 
JazbaatC, Sat Jan 30 02:05:13 +0000 2021, -122.267075, 49.086996, @UNHumanRights @BBCWorld @washingtonpost @nytimes @JustinTrudeau @JoeBiden @POTUS you need to intervene before the… https://t.co/qvR76lL8kO 
test5geo1798, Sat Jan 30 02:05:13 +0000 2021, -122.398720, 37.781157, TEST_LAT/LON: 3bc0c0af-8019-44ab-bf38-79b5de5f8906 
BRICEHB_, Sat Jan 30 02:05:13 +0000 2021, -123.122401, 44.065621, Me watching #BoltFam love up on Herbert after watching him lift up my Ducks for four years. Thank you for giving th… https://t.co/88s4CWLsur 
Oh_Wise1, Sat Jan 30 02:05:13 +0000 2021, -98.540651, 29.417501, I wonder if Mel still gone hate Franklin or if she gone take accountability for crackhead actions 
broadrippleindy, Sat Jan 30 02:05:13 +0000 2021, -86.117060, 39.866710, Fresh lobsters and crabs from Maine at the @brfarmersmarket  Saturday! Special guest vendor.  9-Noon @ Broad Ripple… https://t.co/sfVSjs674y 
CSU_MBasketball, Sat Jan 30 02:05:13 +0000 2021, -81.705467, 41.495940, VIKINGS WIN! VIKINGS WIN! VIKINGS WIN!🔘11-2 in the @HorizonLeague 🔘5-1 at the @wolsteincenter #GoVikes https://t.co/dHf9K5e2f4 
jonnybob23, Sat Jan 30 02:05:14 +0000 2021, -92.122840, 46.758335, @kellyhinseth Piano Man 
ftrejos32, Sat Jan 30 02:05:14 +0000 2021, -74.270675, 40.584948, now the gloves fit 
jayacoop, Sat Jan 30 02:05:14 +0000 2021, -84.433106, 33.767195, @blakeells I’m not talking about being a better human. I’m just talking about how that shit is made. I love chicken… https://t.co/tboOpi4hu7 
FrecklesXX20, Sat Jan 30 02:05:14 +0000 2021, -106.026119, 34.166235, @MadelonWise Pluto has very good hunting skills! 
TheWakerBaker, Sat Jan 30 02:05:14 +0000 2021, -76.255686, 36.895082, @leslyramirez588 Leo vs Aries 
adrix1113, Sat Jan 30 02:05:14 +0000 2021, -81.322100, 28.757200, #liloandstitch #lilotheshepsky #germanshepherd #germanshepherdsofinstagram #germanshepherdpuppy @ Lake Mary, Florida https://t.co/8YQfZheowM 
softuch25, Sat Jan 30 02:05:14 +0000 2021, -119.306608, 37.269176, @HamDried Stop breathing during sleep apnea. 
arlene8022, Sat Jan 30 02:05:14 +0000 2021, -111.858398, 33.639340, @dcexaminer @ananavarro @GOPLeader She is pathetic. 
StephanieRuff3, Sat Jan 30 02:05:14 +0000 2021, -79.420865, 38.003376, @bellford_r @thehill BOT 
gregrose, Sat Jan 30 02:05:14 +0000 2021, -118.411907, 34.020789, Awww man, the new @youtubemusic update removed the ability to sort songs by recently added. Hope this under reporte… https://t.co/CbAChT0I5r 
LilLyssaLynn, Sat Jan 30 02:05:14 +0000 2021, -68.984705, 45.188407, @PitaleMarion @bob_abooee Maybe it’s a Maine parents /night out thing lol 
Aldana63, Sat Jan 30 02:05:14 +0000 2021, -89.094547, 42.271271, Just posted a photo @ Rockford, Illinois https://t.co/6brOw22Oog 
Adrionic3000, Sat Jan 30 02:05:14 +0000 2021, -83.098691, 42.461700, @robindsays @not_christian 👍🏻 
AllisonDabney, Sat Jan 30 02:05:15 +0000 2021, -84.316443, 34.134613, @cosmogirl424 Hey Darlene! Nice to meet you! 💙💙💙 
yourstruly_NLo4, Sat Jan 30 02:05:14 +0000 2021, -97.406098, 31.110477, https://t.co/WOEIohVn1m 
watson2203, Sat Jan 30 02:05:15 +0000 2021, -79.420865, 38.003376, @MaYhEm_Jackson @momsbyof3 @RealDeal37355 @FBI @GovWhitmer @NYGovCuomo It had nothing to do with a judge, do you research anything 
therealmailik, Sat Jan 30 02:05:15 +0000 2021, -83.302512, 30.856085, Life ain nun more than decisions so yo life ain gone be nun more than the decisions you make 
DeNovo_Fatima, Sat Jan 30 02:05:15 +0000 2021, -73.723025, 45.557830, @robyn_s_lee @profSBVA multifactorial bottlenecks: highly skilled personnel do the runs, equipment, etc.One of the… https://t.co/IOpQplcgpk 
Bchargoisthear1, Sat Jan 30 02:05:15 +0000 2021, -117.721761, 33.972516, @NSNeeder300 https://t.co/wVdbuRuYXy 
smitnwessun, Sat Jan 30 02:05:15 +0000 2021, -95.446486, 29.838495, yep. Gotmikk won. 
joshlakey4, Sat Jan 30 02:05:15 +0000 2021, -117.815428, 34.000937, KAWHI AT THE BUZZER ON EM 
LeftCrewPolitic, Sat Jan 30 02:05:15 +0000 2021, -118.411907, 34.020789, Ha! @tedcruz: what a loser. 
audreyy_exe, Sat Jan 30 02:05:15 +0000 2021, -84.266174, 30.476216, my canvas tab with my unwritten 10 page essay watching me scroll through amazon: 👁👄👁 
_its_DK, Sat Jan 30 02:05:15 +0000 2021, -76.295896, 36.763216, Love is Blind... 
jeff25624, Sat Jan 30 02:05:15 +0000 2021, -89.569491, 44.900818, @katrovert My mother in law lives in Beaver Dam, we go there all the time! Was the mall still there when you lived there? 
nickelz315, Sat Jan 30 02:05:15 +0000 2021, -73.968542, 40.780709, Elliott is wearing the companion piece to Alaska’s pink look back in season 5 #DragRace https://t.co/guANubWpmC 
rebekah_eleanor, Sat Jan 30 02:05:16 +0000 2021, -81.770758, 24.569344, @Notdylan69 What is your deepest darkest secret? 
Luckywen007, Sat Jan 30 02:05:16 +0000 2021, -79.645081, 43.418190, @GAzUluPO7bwZL4B 好的，我找找。你有关她的推文里，我喜欢读她的文字。 
gscme70, Sat Jan 30 02:05:16 +0000 2021, -116.787084, 47.724306, I'm at @ParagonBrewing in Coeur D Alene, ID https://t.co/5Vl5orxPJx 
DamireHopson, Sat Jan 30 02:05:16 +0000 2021, -76.901033, 34.903787, @Yunngrodnevasus Finally 
boyjc1961, Sat Jan 30 02:05:16 +0000 2021, -86.132449, 39.963250, @crissy_froyd Matt Bowen says he plays small. 
Ant0ni0Reyn0s0, Sat Jan 30 02:05:16 +0000 2021, -118.411907, 34.020789, @HedgeyeIndstrls So what’s the moral of the story? #Educateme please 
bonymartin1, Sat Jan 30 02:05:16 +0000 2021, -107.342056, 24.662488, Arte con el cono de la vergüenza https://t.co/qI3LJloxQP 
DamnDeShawn, Sat Jan 30 02:05:16 +0000 2021, -84.433106, 33.767195, This #Doge &amp; #AMC need to rise so I can finally afford a Tier hoodie 
mrdickenstein, Sat Jan 30 02:05:16 +0000 2021, -96.699604, 33.194651, 我不希望我的推文被FBI的某个急于邀功的华人发现，否则，否则，否则，否则，否则，否则美国要付出多少代价你知道吗🤣 
_jayloo_, Sat Jan 30 02:05:16 +0000 2021, -95.990175, 30.083158, TO FREEDOOOOOOMMMMMM 
TheCurtisJr_, Sat Jan 30 02:05:16 +0000 2021, -73.948775, 40.655138, @_MaskOfLife90 🙋🏾‍♂️ 
bbopp13, Sat Jan 30 02:05:16 +0000 2021, -73.763825, 42.739121, @SquidClaude @kristatee Dr. Booties the name. Curing your fevers my game. Fever in the mornin'Fever all through… https://t.co/RIrrn8yrni 
clewisreviews, Sat Jan 30 02:05:17 +0000 2021, -73.968542, 40.780709, ok wow it doesn’t matter is Symone can see she is serving this look #DragRace 
willhues, Sat Jan 30 02:05:17 +0000 2021, -87.967292, 43.056722, @andiee_u_goonie Absolute 🔥🔥🔥 
hotdesertnights, Sat Jan 30 02:05:17 +0000 2021, -115.223125, 36.232915, Special ☯︎︎Year of the Ox☯︎︎ menuThey MUST bring back the secret “Locals Only” menu ☜︎☜︎☜︎ @SAHARALasVegas North… https://t.co/GUXfGHAhED 
stephen_gomez1, Sat Jan 30 02:05:17 +0000 2021, -98.540651, 29.417501, A lot of race left #DOGE https://t.co/EmZ0zGshbo 
AlexFlumTV, Sat Jan 30 02:05:17 +0000 2021, -77.120252, 39.043469, WOW!!! Congrats @cbelleq!!! @UMassFootball is VERY lucky. This is huge. So happy for you Connor! 
VTristan84, Sat Jan 30 02:05:17 +0000 2021, -96.972913, 28.802534, @mattufford @BillyBoehmII lmao 
AphiA2017, Sat Jan 30 02:05:17 +0000 2021, -81.095380, 32.083520, Parent HARD, Work HARD, Workout HARD, &amp; Play HARD!! It’s something about that bathroom mirror!!… https://t.co/3jkU1EPV4n 
